-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
0.000000000000000000e+00,1.030000000000000027e+00,2.999999999999999889e-02,1.000000000000000021e-02,0.000000000000000000e+00
2.040816326530612290e-01,1.093120429234900159e+00,1.129106033264453968e-01,3.155626797879767381e-02,0.000000000000000000e+00
4.081632653061224580e-01,1.236083448294295728e+00,2.752150425018771718e-01,9.360678179477852079e-02,0.000000000000000000e+00
6.122448979591836871e-01,1.449040422577367870e+00,5.069739260388174129e-01,1.911558537990636908e-01,0.000000000000000000e+00
8.163265306122449161e-01,1.720133907131737860e+00,7.961851249271139075e-01,3.181745530681706069e-01,0.000000000000000000e+00
1.020408163265306145e+00,2.037910000727184645e+00,1.131208019220216299e+00,4.688118973937203116e-01,0.000000000000000000e+00
1.224489795918367374e+00,2.392524877425935337e+00,1.501981253231760682e+00,6.380030544334630571e-01,0.000000000000000000e+00
1.428571428571428603e+00,2.776021694550927066e+00,1.900309209495964158e+00,8.216121267086411439e-01,0.000000000000000000e+00
1.632653061224489832e+00,3.182159295657981168e+00,2.319698417873335305e+00,1.016350087564864557e+00,0.000000000000000000e+00
1.836734693877551061e+00,3.606105672051270084e+00,2.755057046294228318e+00,1.219624401690528881e+00,0.000000000000000000e+00
2.040816326530612290e+00,4.044136404501563753e+00,3.202397998893780073e+00,1.429390559054708687e+00,0.000000000000000000e+00
2.244897959183673741e+00,4.493383068501374034e+00,3.658590893313578007e+00,1.644028131524437608e+00,0.000000000000000000e+00
2.448979591836734748e+00,4.951636741971222833e+00,4.121168302650426440e+00,1.862244023663753412e+00,0.000000000000000000e+00
2.653061224489795755e+00,5.417198542465971656e+00,4.588178380246590748e+00,2.082998960661846866e+00,0.000000000000000000e+00
2.857142857142857206e+00,5.888767265174335463e+00,5.058074079353300334e+00,2.305452307258661904e+00,0.000000000000000000e+00
3.061224489795918657e+00,6.365354397452441582e+00,5.529629363753088889e+00,2.528920405326136489e+00,0.000000000000000000e+00
3.265306122448979664e+00,6.846219939682400835e+00,6.001875910174935491e+00,2.752845173955825953e+00,0.000000000000000000e+00
3.469387755102040671e+00,7.330823366868450819e+00,6.474054709367936589e+00,2.976770168867825639e+00,0.000000000000000000e+00
3.673469387755102122e+00,7.818785889997795557e+00,6.945578769228632154e+00,3.200322198635317417e+00,0.000000000000000000e+00
3.877551020408163573e+00,8.309861004921250682e+00,7.416003949317807376e+00,3.423197008326649193e+00,0.000000000000000000e+00
4.081632653061224580e+00,8.803911411721148994e+00,7.885006035742688546e+00,3.645148082505282883e+00,0.000000000000000000e+00
4.285714285714285587e+00,9.300890703858307518e+00,8.352362480776342579e+00,3.865977777261051074e+00,0.000000000000000000e+00
4.489795918367347483e+00,9.800828704798592028e+00,8.817937704129295895e+00,4.085530227844145656e+00,0.000000000000000000e+00
4.693877551020408490e+00,1.030381961826450699e+01,9.281671136164312941e+00,4.303685620652665023e+00,0.000000000000000000e+00
4.897959183673469497e+00,1.081001236827007794e+01,9.743567392147189921e+00,4.520355522870574738e+00,0.000000000000000000e+00
5.102040816326530503e+00,1.131960272529036615e+01,1.020368818245140474e+01,4.735479071438331466e+00,0.000000000000000000e+00
5.306122448979591510e+00,1.183282667267301491e+01,1.066214542500644136e+01,4.949019753399621635e+00,0.000000000000000000e+00
5.510204081632653406e+00,1.234995495991366354e+01,1.111909550866254648e+01,5.160962751888799716e+00,0.000000000000000000e+00
5.714285714285714413e+00,1.287128850708422334e+01,1.157473438023251866e+01,5.371312693458889953e+00,0.000000000000000000e+00
5.918367346938775420e+00,1.339715452162639231e+01,1.202929332152101338e+01,5.580091729571271308e+00,0.000000000000000000e+00
6.122448979591837315e+00,1.392790319229444407e+01,1.248303528457774547e+01,5.787337886266311848e+00,0.000000000000000000e+00
6.326530612244898322e+00,1.446390486256734320e+01,1.293625169103585826e+01,5.993103634822278813e+00,0.000000000000000000e+00
6.530612244897959329e+00,1.500554758706079284e+01,1.338925960328046649e+01,6.197454637138330114e+00,0.000000000000000000e+00
6.734693877551020336e+00,1.555323505694119035e+01,1.384239925344446576e+01,6.400468658977241709e+00,0.000000000000000000e+00
6.938775510204081343e+00,1.610738478136639173e+01,1.429603182263136674e+01,6.602234597213457512e+00,0.000000000000000000e+00
7.142857142857143238e+00,1.666842646064072753e+01,1.475053740818605519e+01,6.802851590037158225e+00,0.000000000000000000e+00
7.346938775510204245e+00,1.723680060900559496e+01,1.520631323583568140e+01,7.002428239044661495e+00,0.000000000000000000e+00
7.551020408163265252e+00,1.781295737259127776e+01,1.566377206353948282e+01,7.201081916192472399e+00,0.000000000000000000e+00
7.755102040816327147e+00,1.839735540121226620e+01,1.612334064356133823e+01,7.398938089871311519e+00,0.000000000000000000e+00
7.959183673469388154e+00,1.899046095712765947e+01,1.658545841745822003e+01,7.596129756660453758e+00,0.000000000000000000e+00
8.163265306122449161e+00,1.959274705088884616e+01,1.705057624478703815e+01,7.792796880248078928e+00,0.000000000000000000e+00
8.367346938775510168e+00,2.020469271757497509e+01,1.751915527231043868e+01,7.989085890950829771e+00,0.000000000000000000e+00
8.571428571428571175e+00,2.082678237699471069e+01,1.799166589137360006e+01,8.185149219461459680e+00,0.000000000000000000e+00
8.775510204081632182e+00,2.145950524525878222e+01,1.846858675356444479e+01,8.381144851134598284e+00,0.000000000000000000e+00
8.979591836734694965e+00,2.210335484059800848e+01,1.895040388384816410e+01,8.577235919746525994e+00,0.000000000000000000e+00
9.183673469387755972e+00,2.275882854615882422e+01,1.943760985700232524e+01,8.773590324146317343e+00,0.000000000000000000e+00
9.387755102040816979e+00,2.342642728193442991e+01,1.993070308562209902e+01,8.970380390766122147e+00,0.000000000000000000e+00
9.591836734693877986e+00,2.410665503613662253e+01,2.043018699062534438e+01,9.167782475718624369e+00,0.000000000000000000e+00
9.795918367346938993e+00,2.480001871545704972e+01,2.093656947483306041e+01,9.365976700874982797e+00,0.000000000000000000e+00
1.000000000000000000e+01,2.550702782784230038e+01,2.145036225530942531e+01,9.565146620991068716e+00,1.000000000000000000e+00
